id,term,before_example,after_example,after_ko,after_en,after_ja
a2_0157,"exterior","Uso el exterior en una situacion diaria.","La parte exterior de la casa es blanca.","집 외부는 흰색이에요.","The outside of the house is white.","家の外側は白いです。"
a2_0158,"extranjero","Uso el extranjero en una situacion diaria.","El extranjero pregunta por la estación.","외국인이 역 위치를 물어봐요.","The foreigner asks about the station.","外国人が駅の場所を尋ねています。"
a2_0159,"fax","Uso el fax en una situacion diaria.","La oficina todavía usa el fax.","사무실은 아직 팩스를 써요.","The office still uses the fax.","オフィスはまだファックスを使っています。"
a2_0160,"feo","Uso el feo en una situacion diaria.","El edificio nuevo es bastante feo.","새 건물은 꽤 못생겼어요.","The new building is quite ugly.","新しいビルはかなり不格好です。"
a2_0161,"fiebre","Uso el fiebre en una situacion diaria.","El niño tiene fiebre esta noche.","아이가 오늘 밤 열이 나요.","The child has a fever tonight.","子どもは今夜熱があります。"
a2_0162,"filete","Uso el filete en una situacion diaria.","Pido un filete con patatas.","감자를 곁들인 스테이크를 주문해요.","I order a steak with potatoes.","ポテト添えのステーキを注文します。"
a2_0163,"foro","Uso el foro en una situacion diaria.","Pregunto mis dudas en un foro de internet.","인터넷 포럼에 궁금한 점을 물어봐요.","I ask my questions in an internet forum.","ネットのフォーラムで疑問を質問します。"
a2_0164,"frutero","Uso el frutero en una situacion diaria.","El frutero vende naranjas muy dulces.","과일 장수가 아주 달콤한 오렌지를 팔아요.","The fruit seller sells very sweet oranges.","果物屋さんはとても甘いオレンジを売っています。"
a2_0166,"gafas","Uso el gafas en una situacion diaria.","No veo bien sin mis gafas.","안경 없이는 잘 안 보여요.","I cannot see well without my glasses.","眼鏡なしではよく見えません。"
a2_0167,"galletas","Uso el galletas en una situacion diaria.","Las galletas de mi abuela son las mejores.","할머니의 쿠키가 최고예요.","My grandmother's cookies are the best.","祖母のクッキーは最高です。"
a2_0168,"gambas","Uso el gambas en una situacion diaria.","Las gambas a la plancha están ricas.","구운 새우가 맛있어요.","The grilled shrimp are delicious.","焼きエビはおいしいです。"
a2_0169,"garaje","Uso el garaje en una situacion diaria.","El coche está en el garaje.","차는 차고에 있어요.","The car is in the garage.","車はガレージにあります。"
a2_0170,"gel","Uso el gel en una situacion diaria.","Uso gel de ducha con olor a limón.","레몬 향 샤워젤을 써요.","I use lemon-scented shower gel.","レモンの香りのシャワージェルを使っています。"
a2_0171,"gemelos","Uso el gemelos en una situacion diaria.","Mis hermanos gemelos son idénticos.","내 쌍둥이 형제는 똑같이 생겼어요.","My twin brothers are identical.","私の双子の兄弟はそっくりです。"
a2_0172,"generoso","Uso el generoso en una situacion diaria.","Mi tío es muy generoso con los niños.","삼촌은 아이들에게 아주 후해요.","My uncle is very generous with the children.","おじは子どもたちにとても気前がいいです。"
a2_0173,"gimnasio","Uso el gimnasio en una situacion diaria.","Voy al gimnasio los lunes y jueves.","월요일과 목요일에 체육관에 가요.","I go to the gym on Mondays and Thursdays.","月曜と木曜にジムへ行きます。"
a2_0174,"goma","Uso el goma en una situacion diaria.","Borro el error con la goma.","지우개로 틀린 부분을 지워요.","I erase the mistake with the rubber.","消しゴムで間違いを消します。"
a2_0175,"gordo","Uso el gordo en una situacion diaria.","Mi gato está un poco gordo.","우리 고양이는 조금 뚱뚱해요.","My cat is a little fat.","うちの猫は少し太っています。"
a2_0176,"gramos","Uso el gramos en una situacion diaria.","Necesito doscientos gramos de queso.","치즈 200그램이 필요해요.","I need two hundred grams of cheese.","チーズが200グラム必要です。"
a2_0177,"gripe","Uso el gripe en una situacion diaria.","Estoy en cama con gripe.","독감에 걸려 침대에 누워 있어요.","I am in bed with the flu.","インフルエンザで寝込んでいます。"
a2_0178,"guantes","Uso el guantes en una situacion diaria.","En diciembre llevo guantes de lana.","12월에는 털장갑을 껴요.","In December I wear wool gloves.","12月はウールの手袋をします。"
a2_0179,"guapo","Uso el guapo en una situacion diaria.","El actor de la película es muy guapo.","그 영화배우는 아주 잘생겼어요.","The actor in the movie is very handsome.","その映画の俳優はとてもハンサムです。"
a2_0180,"guión","Uso el guión en una situacion diaria.","El actor lee el guión de la serie.","배우가 드라마 대본을 읽어요.","The actor reads the script of the series.","俳優がドラマの脚本を読んでいます。"
a2_0181,"hambre","Uso el hambre en una situacion diaria.","Tengo mucha hambre a mediodía.","점심때 배가 많이 고파요.","I am very hungry at noon.","昼にとてもお腹が空きます。"
a2_0182,"hielo","Uso el hielo en una situacion diaria.","¿Quieres hielo en el zumo?","주스에 얼음 넣을래요?","Do you want ice in the juice?","ジュースに氷を入れますか。"
a2_0183,"hobby","Uso el hobby en una situacion diaria.","Mi hobby es coleccionar sellos.","내 취미는 우표 수집이에요.","My hobby is collecting stamps.","私の趣味は切手集めです。"
a2_0184,"horario","Uso el horario en una situacion diaria.","El horario del museo está en la puerta.","박물관 시간표는 문에 붙어 있어요.","The museum schedule is on the door.","博物館の時間は入口に貼ってあります。"
a2_0185,"huevos","Uso el huevos en una situacion diaria.","Compro una docena de huevos.","달걀 한 판(12개)을 사요.","I buy a dozen eggs.","卵を1ダース買います。"
a2_0186,"información","Uso el información en una situacion diaria.","Pido información en la oficina de turismo.","관광 안내소에서 정보를 물어봐요.","I ask for information at the tourist office.","観光案内所で情報を尋ねます。"
a2_0187,"infusión","Uso el infusión en una situacion diaria.","Por la noche tomo una infusión de manzanilla.","밤에는 카모마일 차를 마셔요.","At night I have a chamomile herbal tea.","夜はカモミールティーを飲みます。"
a2_0188,"ingeniero","Uso el ingeniero en una situacion diaria.","El ingeniero revisa el puente.","엔지니어가 다리를 점검해요.","The engineer inspects the bridge.","エンジニアが橋を点検します。"
a2_0189,"ingrediente","Uso el ingrediente en una situacion diaria.","El ingrediente secreto es el limón.","비밀 재료는 레몬이에요.","The secret ingredient is lemon.","秘密の材料はレモンです。"
a2_0190,"instituto","Uso el instituto en una situacion diaria.","Mi hija estudia en el instituto del barrio.","딸은 동네 중고등학교에 다녀요.","My daughter studies at the neighborhood secondary school.","娘は近所の中等学校に通っています。"
a2_0191,"inteligente","Uso el inteligente en una situacion diaria.","Este perro es muy inteligente.","이 개는 아주 똑똑해요.","This dog is very smart.","この犬はとても賢いです。"
a2_0192,"interior","Uso el interior en una situacion diaria.","El interior del coche es muy amplio.","차 내부가 아주 넓어요.","The interior of the car is very spacious.","車の内部はとても広いです。"
a2_0193,"internet","Uso el internet en una situacion diaria.","No hay internet en la casa rural.","시골집에는 인터넷이 없어요.","There is no internet in the country house.","田舎の家にはインターネットがありません。"
a2_0194,"invitación","Uso el invitación en una situacion diaria.","Recibo una invitación para la boda.","결혼식 초대장을 받아요.","I receive an invitation to the wedding.","結婚式の招待状を受け取ります。"
a2_0195,"italiano","Uso el italiano en una situacion diaria.","Aprendo italiano con canciones.","노래로 이탈리아어를 배워요.","I learn Italian with songs.","歌でイタリア語を学びます。"
a2_0196,"jabón","Uso el jabón en una situacion diaria.","Me lavo las manos con jabón.","비누로 손을 씻어요.","I wash my hands with soap.","石けんで手を洗います。"
a2_0197,"japonés","Uso el japonés en una situacion diaria.","Mi vecino japonés cocina muy bien.","일본인 이웃은 요리를 아주 잘해요.","My Japanese neighbor cooks very well.","日本人の隣人は料理がとても上手です。"
a2_0198,"jardín","Uso el jardín en una situacion diaria.","Las flores del jardín son de mi madre.","정원의 꽃들은 어머니 거예요.","The flowers in the garden are my mother's.","庭の花は母のものです。"
a2_0200,"jersey","Uso el jersey en una situacion diaria.","Este jersey de lana es muy calentito.","이 울 스웨터는 아주 따뜻해요.","This wool sweater is very warm.","このウールのセーターはとても暖かいです。"
a2_0201,"juego","Uso el juego en una situacion diaria.","Los niños aprenden con este juego.","아이들이 이 게임으로 배워요.","The children learn with this game.","子どもたちはこのゲームで学びます。"
a2_0202,"kilo","Uso el kilo en una situacion diaria.","Un kilo de tomates, por favor.","토마토 1킬로 주세요.","A kilo of tomatoes, please.","トマトを1キロください。"
a2_0203,"largo","Uso el largo en una situacion diaria.","El viaje en tren es largo pero cómodo.","기차 여행은 길지만 편해요.","The train trip is long but comfortable.","列車の旅は長いですが快適です。"
a2_0204,"lavabo","Uso el lavabo en una situacion diaria.","El lavabo del baño está limpio.","욕실 세면대가 깨끗해요.","The bathroom sink is clean.","洗面台はきれいです。"
a2_0205,"lavaplatos","Uso el lavaplatos en una situacion diaria.","Pongo los platos en el lavaplatos.","접시들을 식기세척기에 넣어요.","I put the dishes in the dishwasher.","お皿を食洗機に入れます。"
a2_0206,"lección","Uso el lección en una situacion diaria.","La lección de hoy es sobre los verbos.","오늘 수업은 동사에 관한 거예요.","Today's lesson is about verbs.","今日のレッスンは動詞についてです。"
a2_0207,"liso","Uso el liso en una situacion diaria.","Mi hermana tiene el pelo liso.","내 여동생은 머리카락이 곧아요.","My sister has straight hair.","妹はストレートヘアです。"
a2_0208,"litro","Uso el litro en una situacion diaria.","Compro un litro de leche.","우유 1리터를 사요.","I buy a liter of milk.","牛乳を1リットル買います。"
a2_0209,"llaves","Uso el llaves en una situacion diaria.","No encuentro las llaves de casa.","집 열쇠를 못 찾겠어요.","I cannot find my house keys.","家の鍵が見つかりません。"
a2_0210,"maletín","Uso el maletín en una situacion diaria.","El abogado lleva los papeles en un maletín.","변호사가 서류가방에 서류를 넣고 다녀요.","The lawyer carries the papers in a briefcase.","弁護士は書類かばんに書類を入れて運びます。"
a2_0211,"mamá","Uso el mamá en una situacion diaria.","Mi mamá me llama todos los días.","엄마는 매일 나에게 전화해요.","My mom calls me every day.","母は毎日私に電話をくれます。"
a2_0212,"mano","Uso el mano en una situacion diaria.","Levanta la mano para preguntar.","질문하려면 손을 드세요.","Raise your hand to ask.","質問するときは手を挙げてください。"
a2_0213,"marido","Uso el marido en una situacion diaria.","Su marido trabaja en el hospital.","그녀의 남편은 병원에서 일해요.","Her husband works at the hospital.","彼女の夫は病院で働いています。"
a2_0214,"marrones","Uso el marrones en una situacion diaria.","Estos zapatos marrones son nuevos.","이 갈색 신발은 새 거예요.","These brown shoes are new.","この茶色い靴は新しいです。"
a2_0215,"marroquí","Uso el marroquí en una situacion diaria.","Mi amigo marroquí habla cuatro idiomas.","모로코인 친구는 4개 언어를 해요.","My Moroccan friend speaks four languages.","モロッコ人の友達は4か国語を話します。"
a2_0216,"matemáticas","Uso el matemáticas en una situacion diaria.","Las matemáticas son mi asignatura favorita.","수학은 내가 가장 좋아하는 과목이에요.","Mathematics is my favorite subject.","数学は私の一番好きな科目です。"
a2_0217,"mayor","Uso el mayor en una situacion diaria.","Mi hermana mayor vive en Francia.","누나는 프랑스에 살아요.","My older sister lives in France.","姉はフランスに住んでいます。"
a2_0218,"medias","Uso el medias en una situacion diaria.","En invierno llevo medias gruesas.","겨울에는 두꺼운 스타킹을 신어요.","In winter I wear thick stockings.","冬は厚手のストッキングをはきます。"
a2_0219,"menú","Uso el menú en una situacion diaria.","El menú del día cuesta doce euros.","오늘의 메뉴는 12유로예요.","The menu of the day costs twelve euros.","本日のメニューは12ユーロです。"
a2_0220,"mercado","Uso el mercado en una situacion diaria.","Compro pescado fresco en el mercado.","시장에서 신선한 생선을 사요.","I buy fresh fish at the market.","市場で新鮮な魚を買います。"
a2_0221,"mexicano","Uso el mexicano en una situacion diaria.","Mi profesor mexicano es de Guadalajara.","멕시코인 선생님은 과달라하라 출신이에요.","My Mexican teacher is from Guadalajara.","メキシコ人の先生はグアダラハラ出身です。"
a2_0222,"microondas","Uso el microondas en una situacion diaria.","Caliento la sopa en el microondas.","전자레인지에 수프를 데워요.","I heat the soup in the microwave.","電子レンジでスープを温めます。"
a2_0224,"museo","Uso el museo en una situacion diaria.","El museo abre a las diez.","박물관은 10시에 열어요.","The museum opens at ten.","博物館は10時に開きます。"
a2_0225,"musical","Uso el musical en una situacion diaria.","Vemos un musical en el teatro.","극장에서 뮤지컬을 봐요.","We watch a musical at the theater.","劇場でミュージカルを見ます。"
a2_0226,"nacionalidad","Uso el nacionalidad en una situacion diaria.","¿Cuál es tu nacionalidad?","국적이 어떻게 되세요?","What is your nationality?","あなたの国籍はどこですか。"
a2_0227,"nariz","Uso el nariz en una situacion diaria.","Me tapo la nariz al nadar.","수영할 때 코를 막아요.","I hold my nose when swimming.","泳ぐとき鼻をつまみます。"
a2_0228,"negocio","Uso el negocio en una situacion diaria.","Mi tía tiene un negocio de flores.","이모는 꽃 사업을 하세요.","My aunt has a flower business.","おばは花の商売をしています。"
a2_0229,"negros","Uso el negros en una situacion diaria.","Los zapatos negros van con todo.","검은 신발은 어디에나 어울려요.","Black shoes go with everything.","黒い靴は何にでも合います。"
a2_0230,"nervioso","Uso el nervioso en una situacion diaria.","Estoy nervioso por la entrevista.","면접 때문에 긴장돼요.","I am nervous about the interview.","面接で緊張しています。"
a2_0231,"nieto","Uso el nieto en una situacion diaria.","Mi nieto aprende a montar en bici.","손자가 자전거 타는 법을 배워요.","My grandson is learning to ride a bike.","孫が自転車の乗り方を習っています。"
a2_0232,"oído","Uso el oído en una situacion diaria.","Me duele el oído izquierdo.","왼쪽 귀가 아파요.","My left ear hurts.","左耳が痛いです。"
a2_0233,"ojo","Uso el ojo en una situacion diaria.","Tengo algo en el ojo.","눈에 뭐가 들어갔어요.","I have something in my eye.","目に何か入っています。"
a2_0234,"ordenador","Uso el ordenador en una situacion diaria.","Mi ordenador es lento por las tardes.","내 컴퓨터는 오후에 느려져요.","My computer is slow in the afternoons.","私のパソコンは午後になると遅くなります。"
a2_0235,"oscuros","Uso el oscuros en una situacion diaria.","Los colores oscuros son elegantes.","어두운 색은 우아해요.","Dark colors are elegant.","暗い色は上品です。"
a2_0236,"padres","Uso el padres en una situacion diaria.","Mis padres viven en Corea.","부모님은 한국에 사세요.","My parents live in Korea.","両親は韓国に住んでいます。"
a2_0237,"papá","Uso el papá en una situacion diaria.","Mi papá me enseña a cocinar.","아빠가 요리를 가르쳐 주세요.","My dad teaches me to cook.","父が料理を教えてくれます。"
a2_0238,"papel","Uso el papel en una situacion diaria.","Necesito papel para la impresora.","프린터에 쓸 종이가 필요해요.","I need paper for the printer.","プリンター用の紙が必要です。"
a2_0239,"pared","Uso el pared en una situacion diaria.","Cuelgo un cuadro en la pared.","벽에 그림을 걸어요.","I hang a painting on the wall.","壁に絵をかけます。"
a2_0240,"parque","Uso el parque en una situacion diaria.","Los domingos corro en el parque.","일요일마다 공원에서 달려요.","On Sundays I run in the park.","日曜日は公園で走ります。"
a2_0241,"paseo","Uso el paseo en una situacion diaria.","Damos un paseo junto al río.","강가를 따라 산책해요.","We take a walk along the river.","川沿いを散歩します。"
a2_0242,"pasillo","Uso el pasillo en una situacion diaria.","El baño está al final del pasillo.","화장실은 복도 끝에 있어요.","The bathroom is at the end of the hallway.","トイレは廊下の突き当たりにあります。"
a2_0243,"pelo","Uso el pelo en una situacion diaria.","Mi hermana tiene el pelo muy largo.","내 여동생은 머리가 아주 길어요.","My sister has very long hair.","妹は髪がとても長いです。"
a2_0244,"perejil","Uso el perejil en una situacion diaria.","La sopa lleva un poco de perejil.","수프에 파슬리가 조금 들어가요.","The soup has a little parsley.","スープにパセリが少し入っています。"
a2_0245,"pescado","Uso el pescado en una situacion diaria.","El pescado del mercado es muy fresco.","시장 생선은 아주 신선해요.","The fish from the market is very fresh.","市場の魚はとても新鮮です。"
a2_0246,"pie","Uso el pie en una situacion diaria.","Me duele el pie de tanto caminar.","많이 걸어서 발이 아파요.","My foot hurts from walking so much.","歩きすぎて足が痛いです。"
a2_0247,"pijama","Uso el pijama en una situacion diaria.","Me pongo el pijama después de la ducha.","샤워 후에 잠옷을 입어요.","I put on my pajamas after the shower.","シャワーの後にパジャマを着ます。"
a2_0248,"plano","Uso el plano en una situacion diaria.","Miro el plano del metro.","지하철 노선도를 봐요.","I look at the metro map.","地下鉄の路線図を見ます。"
a2_0249,"plátano","Uso el plátano en una situacion diaria.","Como un plátano después del deporte.","운동 후에 바나나를 먹어요.","I eat a banana after sports.","運動の後にバナナを食べます。"
a2_0250,"plato","Uso el plato en una situacion diaria.","Pongo la ensalada en un plato grande.","샐러드를 큰 접시에 담아요.","I put the salad on a big plate.","サラダを大きなお皿に盛ります。"
a2_0251,"portátil","Uso el portatil en una situacion diaria.","Llevo el portátil a la cafetería.","노트북을 카페에 가져가요.","I take my laptop to the cafe.","ノートパソコンをカフェに持っていきます。"
a2_0252,"postal","Uso el postal en una situacion diaria.","Te mando una postal desde Roma.","로마에서 엽서를 보낼게.","I will send you a postcard from Rome.","ローマから絵はがきを送ります。"
a2_0253,"postre","Uso el postre en una situacion diaria.","De postre quiero flan.","디저트로 플란을 주세요.","For dessert I want flan.","デザートにプリンをください。"
a2_0254,"prefijo","Uso el prefijo en una situacion diaria.","El prefijo de España es el treinta y cuatro.","스페인 국번은 34예요.","The area code for Spain is thirty-four.","スペインの国番号は34です。"
a2_0255,"preocupado","Uso el preocupado en una situacion diaria.","Estoy preocupado por el examen final.","기말시험이 걱정돼요.","I am worried about the final exam.","期末試験が心配です。"
a2_0256,"presentador","Uso el presentador en una situacion diaria.","El presentador del programa es muy famoso.","그 프로그램 진행자는 아주 유명해요.","The presenter of the program is very famous.","その番組の司会者はとても有名です。"
a2_0257,"probador","Uso el probador en una situacion diaria.","El probador está al fondo de la tienda.","탈의실은 가게 안쪽에 있어요.","The fitting room is at the back of the store.","試着室は店の奥にあります。"
a2_0258,"profesión","Uso el profesión en una situacion diaria.","¿Cuál es tu profesión actual?","현재 직업이 무엇인가요?","What is your current profession?","現在のご職業は何ですか。"
a2_0259,"programa","Uso el programa en una situacion diaria.","Veo un programa de cocina en la tele.","TV에서 요리 프로그램을 봐요.","I watch a cooking program on TV.","テレビで料理番組を見ます。"
a2_0260,"propietario","Uso el propietario en una situacion diaria.","El propietario del piso vive arriba.","집주인은 위층에 살아요.","The owner of the apartment lives upstairs.","アパートのオーナーは上の階に住んでいます。"
a2_0261,"publicidad","Uso el publicidad en una situacion diaria.","Esa marca gasta mucho en publicidad.","그 브랜드는 광고에 돈을 많이 써요.","That brand spends a lot on advertising.","そのブランドは広告に多く費やしています。"
a2_0262,"puerto","Uso el puerto en una situacion diaria.","Los barcos llegan al puerto por la mañana.","배들이 아침에 항구에 들어와요.","The boats arrive at the port in the morning.","船は朝に港へ入ります。"
a2_0263,"punto","Uso el punto en una situacion diaria.","Ganamos un punto en el juego.","게임에서 1점을 얻어요.","We win a point in the game.","ゲームで1ポイント取ります。"
a2_0264,"queso","Uso el queso en una situacion diaria.","Este queso es de leche de cabra.","이 치즈는 염소젖으로 만들었어요.","This cheese is made from goat milk.","このチーズはヤギの乳から作られています。"
a2_0265,"quiosco","Uso el quiosco en una situacion diaria.","Compro el periódico en el quiosco.","가판대에서 신문을 사요.","I buy the newspaper at the kiosk.","キオスクで新聞を買います。"
a2_0266,"radio","Uso el radio en una situacion diaria.","Escucho las noticias en la radio.","라디오로 뉴스를 들어요.","I listen to the news on the radio.","ラジオでニュースを聞きます。"
a2_0267,"regalo","Uso el regalo en una situacion diaria.","Este regalo es para tu cumpleaños.","이 선물은 네 생일 선물이야.","This gift is for your birthday.","このプレゼントはあなたの誕生日用です。"
a2_0268,"reloj","Uso el reloj en una situacion diaria.","El reloj de la cocina va atrasado.","부엌 시계가 느려요.","The kitchen clock is slow.","台所の時計は遅れています。"
a2_0269,"restaurante","Uso el restaurante en una situacion diaria.","Cenamos en un restaurante italiano.","이탈리아 레스토랑에서 저녁을 먹어요.","We have dinner at an Italian restaurant.","イタリアンレストランで夕食をとります。"
a2_0270,"reunión","Uso el reunion en una situacion diaria.","La reunión empieza a las nueve.","회의는 9시에 시작해요.","The meeting starts at nine.","会議は9時に始まります。"
a2_0271,"rizado","Uso el rizado en una situacion diaria.","Mi hija tiene el pelo rizado.","내 딸은 곱슬머리예요.","My daughter has curly hair.","娘は巻き毛です。"
a2_0272,"rock","Uso el rock en una situacion diaria.","Mi grupo de rock favorito da un concierto.","내가 좋아하는 록 밴드가 콘서트를 해요.","My favorite rock band gives a concert.","好きなロックバンドがコンサートを開きます。"
a2_0273,"ron","Uso el ron en una situacion diaria.","El ron es típico del Caribe.","럼은 카리브해의 대표 술이에요.","Rum is typical of the Caribbean.","ラム酒はカリブ海の名物です。"
a2_0274,"rubio","Uso el rubio en una situacion diaria.","Mi primo es rubio como su madre.","내 사촌은 엄마를 닮아 금발이에요.","My cousin is blonde like his mother.","いとこは母親に似て金髪です。"
a2_0275,"sal","Uso el sal en una situacion diaria.","La sopa necesita un poco más de sal.","수프에 소금이 조금 더 필요해요.","The soup needs a little more salt.","スープにもう少し塩が必要です。"
a2_0276,"salmón","Uso el salmón en una situacion diaria.","El salmón a la plancha está delicioso.","구운 연어가 아주 맛있어요.","The grilled salmon is delicious.","焼きサーモンはとてもおいしいです。"
a2_0277,"sándwich","Uso el sándwich en una situacion diaria.","Pido un sándwich de jamón y queso.","햄 치즈 샌드위치를 주문해요.","I order a ham and cheese sandwich.","ハムとチーズのサンドイッチを注文します。"
a2_0278,"sed","Uso el sed en una situacion diaria.","Tengo mucha sed después de correr.","달리고 나서 목이 많이 말라요.","I am very thirsty after running.","走った後はとてものどが渇きます。"
a2_0279,"sello","Uso el sello en una situacion diaria.","Pego el sello en el sobre.","봉투에 우표를 붙여요.","I stick the stamp on the envelope.","封筒に切手を貼ります。"
a2_0281,"señores","Uso el señores en una situacion diaria.","Buenas tardes, señores, bienvenidos.","안녕하세요, 여러분, 환영합니다.","Good afternoon, gentlemen, welcome.","皆様、こんにちは。ようこそ。"
a2_0282,"separado","Uso el separado en una situacion diaria.","El baño está en un edificio separado.","화장실은 별도 건물에 있어요.","The bathroom is in a separate building.","トイレは別の建物にあります。"
a2_0283,"serio","Uso el serio en una situacion diaria.","El médico está serio hoy.","의사 선생님이 오늘 심각해 보여요.","The doctor looks serious today.","医者は今日深刻な様子です。"
a2_0284,"serrano","Uso el serrano en una situacion diaria.","El jamón serrano es famoso en España.","세라노 햄은 스페인에서 유명해요.","Serrano ham is famous in Spain.","ハモンセラーノはスペインで有名です。"
a2_0285,"sexo","Uso el sexo en una situacion diaria.","El formulario pregunta el sexo y la edad.","양식에서 성별과 나이를 물어봐요.","The form asks for sex and age.","フォームでは性別と年齢を尋ねられます。"
a2_0286,"sillón","Uso el sillón en una situacion diaria.","Leo el periódico en mi sillón favorito.","좋아하는 안락의자에서 신문을 읽어요.","I read the newspaper in my favorite armchair.","お気に入りのソファで新聞を読みます。"
a2_0288,"sobrino","Uso el sobrino en una situacion diaria.","Mi sobrino cumple diez años hoy.","조카가 오늘 열 살이 돼요.","My nephew turns ten today.","甥は今日10歳になります。"
a2_0289,"sociable","Uso el sociable en una situacion diaria.","Ana es muy sociable y tiene muchos amigos.","아나는 아주 사교적이라 친구가 많아요.","Ana is very sociable and has many friends.","アナはとても社交的で友達が多いです。"
a2_0290,"socio","Uso el socio en una situacion diaria.","Mi socio lleva las cuentas del negocio.","내 파트너가 사업 회계를 맡아요.","My partner handles the business accounts.","共同経営者が事業の会計を担当しています。"
a2_0291,"socorro","Uso el socorro en una situacion diaria.","El niño grita socorro desde el agua.","아이가 물에서 도와달라고 외쳐요.","The child shouts for help from the water.","子どもが水の中から助けを求めて叫んでいます。"
a2_0292,"sombrero","Uso el sombrero en una situacion diaria.","En verano llevo sombrero de paja.","여름에는 밀짚모자를 써요.","In summer I wear a straw hat.","夏は麦わら帽子をかぶります。"
a2_0293,"sopa","Uso el sopa en una situacion diaria.","De primero hay sopa de verduras.","첫 요리로 야채수프가 나와요.","As a starter there is vegetable soup.","前菜に野菜スープがあります。"
a2_0294,"sucio","Uso el sucio en una situacion diaria.","El suelo de la cocina está sucio.","부엌 바닥이 더러워요.","The kitchen floor is dirty.","台所の床が汚れています。"
a2_0295,"sucios","Uso el sucios en una situacion diaria.","Los platos sucios están en el fregadero.","더러운 접시들이 싱크대에 있어요.","The dirty dishes are in the sink.","汚れたお皿は流しにあります。"
a2_0296,"suelo","Uso el suelo en una situacion diaria.","El vaso cae al suelo.","컵이 바닥에 떨어져요.","The glass falls to the ground.","コップが床に落ちます。"
a2_0297,"sueño","Uso el sueño en una situacion diaria.","Mi sueño es vivir junto al mar.","내 꿈은 바닷가에 사는 거예요.","My dream is to live by the sea.","私の夢は海のそばに住むことです。"
a2_0298,"sujetador","Uso el sujetador en una situacion diaria.","El sujetador está en el cajón.","브래지어는 서랍에 있어요.","The bra is in the drawer.","ブラジャーは引き出しにあります。"
a2_0299,"tapa","Uso el tapa en una situacion diaria.","Pedimos una tapa de tortilla en el bar.","바에서 토르티야 타파를 주문해요.","We order a tortilla tapa at the bar.","バルでトルティージャのタパを注文します。"
a2_0300,"teatro","Uso el teatro en una situacion diaria.","Esta noche vamos al teatro.","오늘 밤 우리는 극장에 가요.","Tonight we are going to the theater.","今夜は劇場へ行きます。"
a2_0302,"televisión","Uso el televisión en una situacion diaria.","Mis hijos ven poca televisión.","우리 아이들은 TV를 조금만 봐요.","My children watch little television.","うちの子どもたちはあまりテレビを見ません。"
a2_0303,"tiempo","Uso el tiempo en una situacion diaria.","No tengo tiempo para deporte hoy.","오늘은 운동할 시간이 없어요.","I have no time for sports today.","今日は運動する時間がありません。"
a2_0305,"tinto","Uso el tinto en una situacion diaria.","En Colombia, un tinto es un café solo.","콜롬비아에서 tinto는 블랙커피를 뜻해요.","In Colombia, a tinto is a black coffee.","コロンビアでティントはブラックコーヒーのことです。"
a2_0307,"tomate","Uso el tomate en una situacion diaria.","La ensalada lleva tomate y cebolla.","샐러드에는 토마토와 양파가 들어가요.","The salad has tomato and onion.","サラダにはトマトと玉ねぎが入っています。"
a2_0308,"tos","Uso el tos en una situacion diaria.","El niño tiene tos por la noche.","아이가 밤에 기침을 해요.","The child has a cough at night.","子どもは夜に咳が出ます。"
a2_0309,"trabajador","Uso el trabajador en una situacion diaria.","El trabajador termina su turno a las seis.","노동자는 6시에 교대를 마쳐요.","The worker finishes his shift at six.","労働者は6時に交代を終えます。"
a2_0310,"traje","Uso el traje en una situacion diaria.","Llevo traje para la entrevista.","면접에는 정장을 입고 가요.","I wear a suit for the interview.","面接にはスーツを着ていきます。"
a2_0311,"tranquilo","Uso el tranquilo en una situacion diaria.","Este barrio es muy tranquilo.","이 동네는 아주 조용해요.","This neighborhood is very quiet.","この地区はとても静かです。"
a2_0312,"turismo","Uso el turismo en una situacion diaria.","El turismo es importante en esta región.","이 지역에서 관광은 중요해요.","Tourism is important in this region.","この地方では観光が重要です。"
a2_0313,"unidad","Uso el unidad en una situacion diaria.","El metro es una unidad de medida.","미터는 측정 단위예요.","The meter is a unit of measurement.","メートルは測定の単位です。"
a2_0314,"uniforme","Uso el uniforme en una situacion diaria.","Los alumnos llevan uniforme azul.","학생들은 파란 유니폼을 입어요.","The students wear a blue uniform.","生徒たちは青い制服を着ています。"
a2_0315,"universidad","Uso el universidad en una situacion diaria.","Mi hermana estudia en la universidad.","누나는 대학에서 공부해요.","My sister studies at the university.","姉は大学で勉強しています。"
a2_0316,"urgencias","Uso el urgencias en una situacion diaria.","Vamos a urgencias con el niño.","아이를 데리고 응급실에 가요.","We go to the emergency room with the child.","子どもを連れて救急外来へ行きます。"
a2_0317,"vacaciones","Uso el vacaciones en una situacion diaria.","En agosto tengo dos semanas de vacaciones.","8월에 2주 휴가가 있어요.","In August I have two weeks of vacation.","8月に2週間の休暇があります。"
a2_0318,"vaqueros","Uso el vaqueros en una situacion diaria.","Hoy llevo vaqueros y camiseta.","오늘은 청바지에 티셔츠를 입어요.","Today I wear jeans and a T-shirt.","今日はジーンズとTシャツです。"
a2_0319,"vaso","Uso el vaso en una situacion diaria.","Bebo un vaso de agua al levantarme.","일어나면 물 한 잔을 마셔요.","I drink a glass of water when I get up.","起きたら水を1杯飲みます。"
